,Sample,SNC,FA 18:1,FA 20:4,FA 20:3,FA 22:6,FA 22:5,FA 22:4,LPE 16:0,LPE 18:1,LPE 18:0,LPE 20:4,PE 34:2,PE 34:1,SM 32:1;O2,PE O-36:5,PE O-36:4,PE O-37:5,PE 36:4,PE 36:3,PE 36:2,SM 34:2;O2,SM 34:1;O2,PE O-38:6,PC 30:0,PE 38:6,PC O-32:1,PE 38:5,PC 31:0,PE 38:4,SM 36:2;O2,PC 32:2,SM 36:1;O2,PC 32:1,PC 32:0,PE O-40:5,PC 33:2,PC 33:1,PC O-34:1,PC 33:0,PC O-34:0,PE 40:4,PC 34:3,PC 34:2,SM 38:1;O2,PC 34:1,PC 34:0,PC O-36:4,PC O-36:3,PC 35:2,PC 35:1,PC 36:5,PC 36:4,PC 36:3,SM 40:2;O2,PC 36:2,PC 36:1,PC O-38:6,PC O-38:5,PC 37:4,PC O-38:4,PC 38:7,PC 38:6,PC 38:5,PC 38:4,SM 42:3;O2,PC 38:3,SM 42:2;O2,PC 38:2,PC 39:6,PC 39:4,PC 40:8,SM 42:1;O2,PC 40:7,PC 40:6,PC 40:5,PC 40:4,PI 38:5,PI 38:4,PC 42:10,PC 42:7,CAR 20:4,LPC 16:0/0:0,LPC 16:0,LPC 18:1,LPC 18:1/0:0,LPC 18:0/0:0,LPC 20:4,LPC 20:1/0:0,LPC 22:6,LPC 22:4,LPC 24:0/0:0,DG 34:1,DG 36:4,DG 36:3,DG 36:2,DG 38:6,DG 38:5,DG 40:6,PC O-32:0,PC O-34:2,PC 36:0,CoQ9,SM 41:2;O2,PC O-40:6,TG 52:5,TG 54:6,TG 56:8,TG 56:7,TG 56:6,TG 56:5,TG 58:9,TG 58:8,TG 58:6,TG 60:12,CAR 14:0,CAR 16:0,CAR 18:2,CAR 18:1,CAR 18:0
20,SK33,snc,20.2811003982764,26.3507568575395,13.6733595945351,24.941022709459,21.7313097451712,19.7409984707781,20.9057820951619,23.507241604008,16.5906272340721,23.6805900595599,24.9490398092104,28.7031208914715,20.0676401221256,29.0174413618744,25.172826951796,25.2158269681596,29.2035475166098,24.9350579688013,22.1977560928736,21.2148206874045,24.8664199131858,27.2950955726845,26.4526807641083,31.1123654571923,23.9373743136781,27.816871966691,25.2917285224672,31.5072204970376,27.3104047742794,20.8962112402247,28.6426307680122,28.1140741527584,31.4538577732568,29.2408259042676,19.8260817268164,26.3496609658859,23.0204525124388,25.1505235350699,23.2068525031618,22.1420523914475,21.7225340351342,28.8538978376422,25.510201328502,32.9990226452637,29.4376475947143,25.3097657052732,26.1775395680621,23.27190192881,26.7297937381073,24.0168553107563,31.2414023666843,22.4649313597906,23.1909083667132,28.5575645181985,22.7696245202494,23.7743976987735,23.146518695627,25.0234674573932,22.6373429777111,23.4828009713424,31.2753925998454,24.4362496787926,30.6503415735583,24.0906096797217,24.61121749333,27.3954605388948,27.3176602600921,24.5577544354282,21.2310048203875,23.3871884367739,19.8180717382772,28.398941751867,24.3998950583267,25.5511847234468,27.1550327260403,27.3597222853612,29.4621763026045,24.9236158689939,24.113734114035,21.5240420306124,24.8602459687204,23.0983818662933,23.9265685064441,23.2940077581819,24.3357518826277,22.5379427985311,19.6713731579518,22.6701910536497,19.3047965250558,20.2353480830529,23.654867403193,25.1814561189524,19.8692830078801,23.0058026799827,23.6922794161868,23.2430204827692,22.4965987700463,25.5152684936658,25.3659779891742,23.5297684273443,26.8397889499175,21.8578193432528,22.9925752862847,21.9942786219934,25.9679389431206,22.5454320180077,25.7559779745755,26.0276029371374,24.5626613387353,22.5088852908959,23.3661511516115,22.6452823808488,23.444725228995,20.6548415205522,22.9231937266763,18.9719372280996,23.1662051741917,22.1721316194097
22,SK35,sham,20.7636409905554,26.6807297313135,16.3409409886238,25.1321752445972,21.7176301395505,20.5152878766743,20.8939528212363,22.8921005235698,16.4017143895446,23.8777582910982,24.8151869523092,28.7368255104287,20.394997838383,29.4836549968351,25.4415921581782,25.3369270280669,29.2546324738472,24.7769168832207,22.2103446300349,21.3915020501409,25.1552222946889,27.4506340161552,26.5289824279196,31.0289864172108,24.5682983036533,27.7131758282081,25.6186703158351,31.669320996407,27.5310217366547,20.5665309874635,29.230291594918,27.9800323175602,31.5934465247882,29.4824669098434,19.9855888267341,26.2066162055794,23.0157359344336,25.4713555302882,23.2800664643335,22.1101505801241,21.3791806778819,28.8048701634476,25.5287271650757,32.9182922802946,29.6386486419128,24.8271999213109,25.2045690772161,22.7929997419729,26.5183499948938,24.1206217705842,31.2516131509965,21.9959290589347,21.8301072429961,28.3739114737607,22.4108784180979,23.6779389503604,22.6892779082089,25.0969068662772,22.4064511004697,23.3401684096784,31.0420741188479,24.6364808700409,30.6852488267675,23.7376298535156,24.7845126067787,26.8061812752945,26.8033099377142,24.4860271535158,20.8989488494374,23.5797090166944,19.8485800162809,28.2369927778172,24.3457043955891,25.5924486629033,27.4967731006338,27.6345504613114,29.8155141865081,24.7826827331275,23.8561712620293,21.1086515178297,24.7765244370541,23.2681723670154,24.1145780292035,22.9613629697121,24.0150874494107,23.155686504771,19.189434576076,22.7944902733723,20.014101287303,18.9202900826568,22.573952949188,23.993901830528,19.3679203327613,20.0942049021886,23.0214689682614,22.3286218632757,22.1307563330271,26.0279308058448,24.3253425351485,23.3762894442687,26.7991204106363,21.014814791314,22.8666820698303,21.2451462633971,24.9392674386978,22.6163044918844,24.7819522761803,25.047499389586,24.423555926346,22.0877214791298,23.3319904348413,21.8472815272344,22.1511267132121,19.6143505212969,21.9739532664589,17.8588768637846,21.9699557798121,21.645177224781
24,SK36,sham,20.2876791801571,26.2434389284003,15.554240896326,25.0384581987005,21.7592130325107,19.7169549157138,20.9787335891842,23.0492136609729,17.3693087462407,23.5258624459555,25.0780686558171,29.061952366245,20.2733785769678,29.144015935636,25.7488883414122,25.5749065271649,29.3272084975659,25.0379530642455,22.6681389717078,21.0485798601111,25.3292762691014,27.2787342697194,26.441176386106,31.1455054688358,24.3499999276623,27.7279406417025,25.8989674533637,31.627544916227,27.3256793391312,20.4874017167979,29.2265457368717,28.4830788907822,31.7241986915264,29.3558045471908,20.6150594585512,26.468169811522,23.3450614259537,25.6936103608342,23.6356739229995,22.266314372966,21.7466443144945,28.6092694738095,26.053416744932,32.9907785488598,29.861126488645,25.0617875580771,25.8792426728179,23.5219772258958,26.9062606571526,23.833111961438,31.185163045474,22.7307567739386,22.9451842206695,28.5831540153289,22.0623472105802,23.8342064663825,23.0900808623935,25.3119212302711,22.1959563657274,23.5746085621518,31.2572707117056,24.5821754105519,30.6772255885689,23.358398433592,24.5494574791121,27.4549915021403,27.2365033638993,24.9563797127404,21.5323991992841,23.5980601252772,19.5676283099065,28.4019726292774,24.2083488973213,25.5343888342832,27.0118247521334,27.731844662934,29.8880348196026,24.9092671376162,23.9139316681852,22.0122780215659,24.9304459388287,23.2939484587241,24.0960483239069,23.2847830223661,24.3069614906169,22.8186224222166,19.8077096897932,22.9468460844977,19.2854390211707,20.0927232934175,23.7261294939791,25.2493501611149,19.7732551380914,22.3951989148127,23.7959343397794,23.2779105515283,22.6889807002816,26.0693653857094,24.9279446354432,23.8680524260828,25.9684659318602,21.8286773412781,23.3879063763953,21.49077071303,25.1161607830209,21.6538428950249,25.1467539986192,25.4946847556071,23.971737466972,21.7496637411753,22.2968306746213,22.0710673503032,22.370627141221,20.5536817675104,23.0998396682824,19.0724259765274,23.267221501622,22.9611822976044
26,SK37,snc,19.8555588300566,26.1324105998984,15.6733184548754,24.803728437087,21.2115857061744,19.4677289595415,20.6079212440525,23.0825481011012,16.9174551736642,23.3163299059892,24.6207688723048,28.3210165267353,20.1628095577003,28.4435845697275,25.0374789882646,24.9027975376568,28.9876323544693,24.4081394498811,21.9886322181621,21.0161557868264,24.7782032057297,26.5958481410718,26.2224946783195,30.7493228141896,23.9817206041798,27.142094690565,25.3244654029974,31.0049036178279,26.896832110704,20.7172765655952,28.2573371569772,27.8973204722552,31.1767869028405,28.6258864638241,20.7790524577319,26.2727834400923,22.843102643873,25.0188505365795,22.8596147762331,21.6853143747134,21.0094755541368,28.311338121313,24.9888105405088,32.6440031701568,29.196785938478,24.9251666003923,25.0362301931553,23.036154141375,26.6684947207789,23.419417755553,30.9243253405237,22.8134830162595,22.6347759094289,28.3925144314956,22.8962505842358,23.6403071401659,22.7128276313055,24.8852823649092,22.0451107270307,23.3530854371972,31.0119786891029,23.8598974093374,30.3417647404468,23.6871854167971,24.3436887991896,27.196049354293,27.1179731297039,24.5520712067882,20.9396606333298,23.4539780958899,19.6654949700383,28.201755794805,24.0869690725648,25.4467175791123,26.8329724975535,26.886426806628,28.7817975537502,24.9336477731227,23.695590283634,22.147491118807,24.8363582204046,22.8500266269386,23.6947378273533,23.1593817900618,24.2647237944934,22.5073243408481,19.8549166000588,22.6708798565038,19.0149684802383,19.7125048331455,23.8476242884999,25.32552393461,19.9393246718045,21.8447462146752,23.8866133789787,23.2300721999831,22.7616220114816,25.5252878939633,24.9412801497078,23.3026423218699,26.4042602614138,21.6451176560448,23.4235294744565,21.5951814373537,26.103369011477,22.5797797291354,25.6546706936471,25.9346300995985,24.3544674007813,22.1983233861271,22.5414436326792,22.6610696420019,23.4859023818753,20.5093729862318,23.3101249799498,19.0502000050913,23.516031491637,22.9405789288435
28,SK38,sham,20.1759222251094,26.0460069506065,14.4269523145386,25.1219685496739,20.4624117681705,19.7725856926608,21.0596268177468,23.4584973483067,16.2229798247811,23.8663988660759,25.2103745663162,29.1358039421313,19.8396482959997,29.1585377085465,26.3632827541383,25.4388100465215,29.3247972657285,25.501745732634,22.3951944863513,20.686685364944,24.6863330932866,26.5496746283506,26.2483580030552,31.4474253860164,24.0217117204651,27.0818147820191,25.3684657621191,31.7010511797559,26.9074164732579,20.6846947514852,28.7156967339361,27.6221772637286,31.5288883998767,29.153053150456,21.0434980908367,26.3096858299901,22.6967956127728,24.1441010039821,22.8881254674183,22.2578332326979,21.3770116065414,29.1093964559014,25.4409058693731,33.0445423956233,29.50702420901,25.2959563355616,24.6517012859301,23.3057134163568,26.6887167778928,22.9321428075724,31.2522081932627,22.4827494447682,22.1476603928789,28.4579549007723,21.5944611926153,24.1129535301728,23.342537688348,25.2624697793073,22.5596900685349,23.4694164873866,31.456330327181,25.5471339399144,30.7482667482642,24.1234525802673,24.8510906795149,27.3078536363965,26.8382936856929,25.0455430617188,21.4859722158275,23.5224577726079,20.3625644541337,28.4746869660995,24.4056724786777,25.3381875966256,27.1186531282506,27.4774180203546,30.0292691573341,24.9511666087787,23.9605975506407,21.3547477470703,24.4759902559884,22.9010987242108,23.6030888337338,22.7145673446066,23.724773108706,22.6731660362562,19.3022493905407,23.0554379108944,18.9954030123683,19.0447907628435,23.1770529183559,25.0483203896733,20.0297303590739,21.9421309898014,23.783291014503,22.6874875423266,22.5864076692753,25.3317528174157,24.579418836398,23.1722788878341,26.6442275591752,21.3469176227814,23.2757751217779,21.8774537033602,26.130149492722,23.0190924131834,25.7073165372946,26.0489497397405,24.2695790146661,22.3672908285456,23.8226851042691,22.7507699295611,23.5809967086283,20.0381885378714,22.2755150109342,19.0863442525971,22.458240263419,22.3062840090585
30,SK39,snc,20.5726106533412,26.484186805085,16.2866366100551,25.0902704409394,21.5764479623629,19.9472008917139,20.5206470589708,23.2621155912858,16.5243320933219,23.5723827751994,24.466747362129,28.0915941206287,19.9369718846784,28.2672176781792,24.4428095773906,24.8255268983671,28.8352200403478,24.8720656490785,22.283634238547,21.1357538318918,24.4129729536506,26.5558164918473,26.24617137417,30.6940353310338,23.7568187940975,27.1450773630537,25.3378870554168,30.9437821281527,26.9997434828067,21.048457655977,27.9172117266072,28.4626677720462,31.0862603438074,28.4374027007494,21.0364716994744,26.5488624707809,22.5521613902128,25.0008298386869,22.4390707004816,21.4975110408643,21.7216882259772,28.5402339427554,24.5334922139866,32.6954920698437,29.0724318177104,24.7366042173633,25.3719577733303,23.3528178560213,26.8781019504157,23.4833982967782,30.9031975395596,21.9623263258725,22.6115149923121,28.5298284097946,21.9911242749505,23.5199771644568,22.8979604791684,25.1413344564176,22.3048192664311,23.4576893389641,31.0177588272917,24.1504094997363,30.3758555523165,23.877693357353,24.666904530601,27.0756754598453,27.2395630797436,24.8014187927551,21.5043846537361,23.5752994864958,19.6422077626029,28.3361437501852,24.3052672954824,25.5454475489314,27.1195460694767,27.0006727414017,28.5845015049739,24.9693368905268,23.6976622086121,21.4877426485821,24.9303669091277,23.0676236109462,24.041192791712,23.5914283426417,24.3570024874241,22.8026051802733,20.0740984810449,22.8341458939885,19.4432121561387,19.7181778782818,23.7494995966528,25.0501420814725,19.8222403029793,21.8670516800795,23.7516271114676,23.3124561258927,22.5898878930194,25.300104986167,25.0068114067327,22.9484407422463,26.5593576291923,21.6346087532632,22.937296356739,21.2757378032226,25.9018286631968,22.5451472293854,25.6715260057289,25.8824121622368,24.2993494084566,22.2082326048162,22.6453568995107,22.677184807103,23.3102400392042,20.6012740312955,23.195388630657,18.8108386368881,23.4021968768092,22.5612443790977
32,SK40,snc,20.3686913174316,26.6266058138124,15.7515674891663,25.0547406809802,20.6965823284094,19.7989406691217,20.8008133445933,22.996350867916,17.009599816304,23.3502376946221,25.0410557789995,28.7313013666552,20.0712822057584,28.7101053129949,25.1257299191611,25.1362763299142,29.2125317244821,25.6661045121435,20.7033382224801,21.1453750700478,25.2572913806943,26.4225665632434,26.480403841433,30.9985973569325,24.3772383795027,26.9182063436429,25.6611822180212,31.2968662311295,27.1224676598238,20.4798906122589,28.9961614938581,27.8109597266565,31.6210394905092,28.9390967115576,20.3189114354442,26.3430340370882,23.2058805383704,25.6341340153908,23.333161646275,22.1727679640916,21.1975955434377,28.8084138394307,25.5239901514358,32.7500713742584,29.8253526692199,24.4875263655095,25.5828672574339,23.4521538558548,26.8304503690851,23.1721136747703,30.9653018144445,21.3705904706303,22.3416177748388,28.4304044755625,22.5730553696552,23.5639352778945,22.0865185117342,25.0469258747713,21.6385169451474,23.595347498449,31.1414925492204,25.0190724238031,30.3837961364948,22.8250582103601,24.7766855440453,27.2241030143091,27.2972138840801,24.8230270207785,21.0778216153141,23.5171433108082,19.6615009668063,28.2536886980566,24.4418650339836,25.4870631386801,27.0718719461671,27.2996133734575,29.1398233113051,24.7166031109795,24.0337751679785,21.4044393010545,24.9351801024001,23.144625523407,23.8682063463832,23.2134987183049,24.3277918444794,22.6591175582678,19.7576888266724,22.8584099385746,19.0114521894293,19.9084601063454,23.6966520783706,25.1838880474828,20.081968168903,21.6012280595977,23.8188875814147,23.2146711295749,22.7145391434192,26.0828570398709,24.8555005294442,23.9247370988919,26.2068683643049,21.3899625896254,22.913933490548,20.392140609242,25.1401316037294,21.6756870684998,24.8233469632224,25.0615233095506,23.8182282771624,21.2512567355632,22.0612605646825,22.1239024868212,22.529253767758,20.3230764303452,23.0062435821568,18.832520318688,23.0528579875036,22.7082014211194
34,SK41,snc,20.78086280291,26.5072634827495,15.7170256538381,25.3767121563835,21.2725129908058,20.3677721630997,20.8104051710365,23.684145588629,16.5781924868713,24.0102829865792,24.7622369897882,28.356183075391,19.6238621720674,28.6350217069838,24.876797648418,25.1332964866156,29.0617049090516,25.2025500872178,22.2688545035134,20.8869737646533,24.3249801106031,26.3403608200985,26.0015943546326,30.897096533562,23.768409264993,26.9262711590029,25.2117143930476,31.1967154381975,26.8790389647596,20.6967910140351,27.8811217869903,27.8936527234892,31.0908190116469,28.8957376822657,20.2082791636562,26.4838433976903,22.6585426651732,24.8599193464167,22.4137360062415,21.801745980048,22.1186928835699,28.794424264251,24.590033018299,32.80186610101,28.9988639802669,25.1082713029916,26.3261149898406,23.7340126057117,26.8230951444226,23.9663934354858,31.0463880003959,22.9028503442123,22.5090371855791,28.5273484713727,22.2452245683909,23.7031984024703,22.981228965749,25.2275109737949,22.4486217935053,23.4754588086934,31.1432179743805,25.141410296317,30.5128199399619,23.8344727932519,25.0298375781853,27.1531486826002,27.3378050302848,24.7645715703778,21.6263642467011,23.5920317425349,19.9735327535861,27.6444043727272,24.502067971828,25.5481962048515,27.3410458736113,27.2341351303026,29.2470316150289,24.7883071577334,23.8401318008027,21.3772560706509,24.6823253328824,23.30072538691,24.2245708035171,23.4532336550263,24.0896750260486,22.9750369120665,19.9384959567836,23.1038269814218,19.7467250323114,19.6679313642924,23.6269026953538,24.7664872974118,20.0850096643362,20.8486338624823,23.4596784506152,22.9626163590165,22.402670357545,25.0785002132037,24.7691838238714,22.9061926276083,26.2997834438684,21.3860135031993,22.8891481441533,21.7119245634468,25.3832407868101,22.8930548234148,25.3134656701626,25.5437697446774,24.0959505651092,22.34785507135,23.4006506870521,22.1233534991241,23.0191241573888,20.4791268421755,22.728044101982,19.1209680917366,23.2602947147799,21.7012799935047
36,SK42,sham,20.3115236317747,26.2460168162309,15.3454486051032,25.0639498326635,20.9141931590226,19.7956176009211,20.374634405996,23.245701485957,16.5572540479169,23.4477904549418,24.5646878715748,28.0919578176402,19.1550861477155,28.1512366045442,24.8514862344838,24.7772765740059,28.7599491145377,25.067856540777,22.2565856820191,20.5542508009295,23.9636850563797,25.9664343157633,25.8490136191795,30.7515936431805,23.4285528883394,26.6540759052398,24.9612307847415,30.9085692762014,26.4794063494985,20.6817232560496,27.485191077952,27.9075159972671,30.8867292168789,28.5789701871706,20.2958463333471,26.4178389320633,22.601149484118,24.7028192559893,22.353265257306,21.4240862016695,21.9631855990734,28.6506199454328,24.2047377402113,32.6587274953038,28.8547822798373,24.9987788974521,26.2879158957074,23.7116810562656,26.861377405068,23.2554911238549,30.8436883129903,22.0334709831454,22.6105982138434,28.516553666752,23.0397332008409,23.5310489172798,22.7923340526376,24.9843251710708,21.9641639553542,23.36382678064,31.0955930078883,24.8046845373717,30.3325275437275,23.7055373163516,25.0442258225926,27.0620496504809,27.3701104603823,24.7897853814992,20.0464349202315,23.24774576474,18.7648060518143,28.2605714204147,24.4371660463892,25.4242922675916,27.1471648202556,26.9618259664027,28.7505368810921,24.6710208954578,23.9580416054076,21.3292010117679,24.6379677137657,23.0046565757336,24.03810128537,23.4391876033073,24.0999513747464,22.6638834630316,20.0389037631152,23.0121024486278,19.352725144569,19.817634038229,23.8034694412015,25.105195610855,20.108618926186,23.2874495793346,23.8431096346157,23.3044731489538,22.6518478382953,24.8790933333341,25.2529172329559,22.9307109305905,26.4085613894268,21.6534487390239,23.0639002353926,21.1823080456323,25.7618880164926,23.0031578653168,25.8787791098575,25.8716446749888,24.3381361150861,22.5015310961315,23.0628766562875,22.5978459615636,23.4195273236674,20.8716652461995,23.0717811917382,19.2407096176916,23.6779777462898,21.8652150812317
38,SK43,snc,20.6380452880039,26.7606133985817,16.3396745563672,25.3571700852666,21.0941187661502,20.2217840152741,20.6837731191529,23.3017927999162,16.9418621139062,23.7622710626619,24.7788689485982,28.215755575977,19.4700528079058,28.3153500448001,24.7496763243838,24.8166337535081,28.9590409356991,25.1483793194773,22.5721867782251,21.0010450403426,24.1298292787674,26.090049387117,25.7833124939236,30.7090758093092,23.5688222590516,26.6897742807956,24.9800719003721,30.9286151564703,26.7430715955346,20.8073939880592,27.4982313917353,27.9074014543634,30.8781477224762,28.4018968817733,20.5939085508464,26.3567447298969,22.2870768226487,24.6404242387933,21.8688377693229,21.699880609997,22.1149408985884,28.8407820964323,23.9289308231589,32.6269534612775,28.6383423309555,24.8624816389098,26.0753294951893,24.0652740952597,26.6635730769104,23.4031892684568,30.8615114160689,22.5971760685743,22.3394681098871,28.549749068915,20.9628013228599,23.521934498989,22.7289575159555,25.1646914318947,22.1338419082191,23.5345336059157,31.0535244104509,24.5208653583418,30.2810472101327,23.8006276061434,24.7271376070069,26.8690218083328,27.225761176664,24.6765203783556,21.6723995149989,23.4455605351332,19.3380314751038,28.2568020653148,24.5288766212177,25.5381023696831,27.0005176010237,27.3003640804811,28.9677906897807,24.8024471559995,23.859932020338,21.4702996904763,24.9953780722381,23.4213658821464,24.3088047125767,23.4621452912273,24.1632416385649,23.0010876012695,19.8686795092479,23.2035675268794,19.368501798442,19.6736216219349,23.95339902069,25.0847379595808,20.2457571938428,22.2741159194799,23.8145841318671,23.263478958093,22.6828432797448,24.8645497469455,24.9544810020511,22.458794922898,26.4736118147943,21.1733643919411,23.2954150341357,20.9475117205508,25.5309573024116,22.790363855806,25.4915908195623,25.4999114603671,23.9791847929319,22.2976185888994,22.9909208297296,22.1044261475442,23.1862380285468,20.5824606620672,22.8980638650313,19.5137527905731,23.306454581847,21.8768130239942
40,SK44,snc,21.2284965041147,27.1152358970541,16.2738569501517,26.1330642830888,21.5811618297267,20.644279698506,21.7209543887804,24.7349213331287,17.3299111337181,24.8634192021953,25.2267611712589,29.0064714617349,20.0216122206835,28.6563031157127,25.0830818307762,25.260387449644,29.3133203408269,25.6144371071025,22.655812689067,20.87748032446,25.304822548183,26.5188576605676,26.5522990508091,31.3603990760671,24.2372573946746,27.132555031362,25.921407102865,31.4612746767126,26.7900442990692,20.5187495978164,29.0123990109199,27.9415133951275,31.8430629411806,28.9720825917445,20.6451140646334,26.5996949783386,23.2624268430331,25.7699387439409,23.3224625598102,21.9723479400322,21.3890360075683,28.9527539755283,25.8176524651817,33.0626749245711,29.9806896961199,24.6859267905219,26.1160127256867,24.0929459872498,27.0013399239789,23.8132108319702,31.1654914198255,22.6904449849864,22.706913970417,28.7623678986271,22.236369013255,24.0251149186188,22.5536416855559,25.2502855194385,22.0214368540814,23.9266852931263,31.5035240108986,24.9713289076761,30.619716231668,24.0394232004465,24.9147948081137,27.6009914727178,27.3552973733583,25.1980702063599,21.0685138451188,23.655821322529,20.3885824947561,28.5542530687312,24.6427061084271,25.4107206398587,27.1185260263185,27.3006059367463,29.4892636119439,24.9426659703921,24.1869909576472,21.1518487453606,25.2733055771674,23.9791401370462,25.1082668358751,23.504236564402,24.5435549300915,23.532835948575,19.6928203398484,24.0798386352635,19.853520673929,18.9589851304613,23.8958560653238,24.9967450812538,19.9912677715234,22.4988919550495,23.7452130705379,23.1229744757525,22.9163150847113,25.6452247687758,24.7943523630464,23.6455486718732,26.4542829908982,21.7480916273814,23.3027785433384,21.7154329088648,25.293878028429,22.9949311141447,25.3911570054869,25.4633377127824,24.053390803932,22.5284089757683,23.4912022174605,22.0907040560525,23.1232301268102,20.1224073484758,22.9582202496074,19.4198223456476,23.2078376647505,21.6165567928691
